"Methodology *","Site *","Management *","Sample date: Year *","Sample date: Month *","Sample date: Day *","Depth *","Transect number *","old_attribute","Benthic attribute *"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Coral mushroom",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Tubipora","Tubipora"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Acropora table","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Millepora","Millepora"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Heliopora","Heliopora"
"point","LABEN5","Managed Access",2019,4,7,NA,3,"Halimeda","Halimeda"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Soft coral",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Xenia","Xenia"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Halimeda","Halimeda"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Macroalgae",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Turf algae",NA
"point","KULIS2","Managed Access",2019,5,14,NA,2,"Bleached coral",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Acropora submassive","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Crustose coralline algae",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Rock",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Dead coral",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Sand",NA
"point","LABEN5","Managed Access",2019,4,7,NA,3,"Macroalgae",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Rubble",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Silt",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Sponge",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Hydroids",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Acropora table","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,2,"Other invertebrate",NA
"point","SIONT1","Reserve",2019,5,12,NA,2,"Bleached coral",NA
"point","KAPUN1","Managed Access",2019,4,22,NA,3,"Acropora branching","Acropora"
"point","KULIS2","Managed Access",2019,5,14,NA,3,"Acropora branching","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,3,"Acropora branching","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,3,"Acropora encrusting","Acropora"
"point","LABEN5","Managed Access",2019,4,7,NA,3,"Turf algae",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Acropora submassive","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,3,"Acropora table","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,3,"Coral branching",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Coral branching",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Coral encrusting",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Coral foliose",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Coral massive",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Coral submassive",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Coral mushroom",NA
"point","KULIS2","Managed Access",2019,5,14,NA,3,"Acropora encrusting","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,3,"Tubipora","Tubipora"
"point","LABEN5","Managed Access",2019,4,7,NA,3,"Crustose coralline algae",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Millepora","Millepora"
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Coral encrusting",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Heliopora","Heliopora"
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Coral foliose",NA
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Sand",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Coral massive",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Soft coral",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Coral submassive",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Coral mushroom",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Tubipora","Tubipora"
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Millepora","Millepora"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Coral branching",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Heliopora","Heliopora"
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Soft coral",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Xenia","Xenia"
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Halimeda","Halimeda"
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Xenia","Xenia"
"point","KAPUN2","Reserve",2019,4,22,NA,3,"Coral encrusting",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Macroalgae",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Turf algae",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Crustose coralline algae",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Rock",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Dead coral",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Sand",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Coral encrusting",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Rubble",NA
"point","LASOL5","Managed Access",2019,4,8,NA,3,"Sand",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Silt",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Sponge",NA
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Rubble",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Hydroids",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Other invertebrate",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,2,"Bleached coral",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Acropora branching","Acropora"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Acropora encrusting","Acropora"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Acropora submassive","Acropora"
"point","SIONT1","Reserve",2019,5,12,NA,3,"Sand",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Halimeda","Halimeda"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Acropora table","Acropora"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Coral foliose",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Coral branching",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Coral encrusting",NA
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Silt",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Coral foliose",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Coral massive",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Coral submassive",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Coral mushroom",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Macroalgae",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Tubipora","Tubipora"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Millepora","Millepora"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Heliopora","Heliopora"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Soft coral",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Coral massive",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Xenia","Xenia"
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Sponge",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Halimeda","Halimeda"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Macroalgae",NA
"point","LABEN6","Managed Access",2019,4,7,NA,1,"Acropora submassive","Acropora"
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Turf algae",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Crustose coralline algae",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Rock",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Dead coral",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Sand",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Rubble",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Silt",NA
"point","KAPUN1","Managed Access",2019,4,22,NA,3,"Heliopora","Heliopora"
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Turf algae",NA
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Hydroids",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Coral submassive",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Sponge",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Hydroids",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Other invertebrate",NA
"point","TIWOR3","Managed Access",2019,4,20,NA,3,"Bleached coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Acropora branching","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Acropora encrusting","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Acropora submassive","Acropora"
"point","KULIS2","Managed Access",2019,5,14,NA,3,"Soft coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Acropora table","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Coral branching",NA
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Other invertebrate",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Coral encrusting",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Coral mushroom",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Coral foliose",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Coral massive",NA
"point","LASOL6","Managed Access",2019,4,8,NA,1,"Coral branching",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Coral submassive",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Coral mushroom",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Crustose coralline algae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Tubipora","Tubipora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Millepora","Millepora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Heliopora","Heliopora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Soft coral",NA
"point","LASOL1","Managed Access",2019,4,8,NA,1,"Bleached coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Xenia","Xenia"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Halimeda","Halimeda"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Tubipora","Tubipora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Macroalgae",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Rock",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Turf algae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Crustose coralline algae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Rock",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Dead coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Sand",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Rubble",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Acropora branching","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Silt",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Sponge",NA
"point","LASOL5","Managed Access",2019,4,8,NA,1,"Coral encrusting",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Dead coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Hydroids",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Millepora","Millepora"
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Other invertebrate",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,1,"Bleached coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Acropora branching","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Acropora encrusting","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Acropora submassive","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Acropora table","Acropora"
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Acropora encrusting","Acropora"
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Sand",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Coral branching",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Coral encrusting",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Coral foliose",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Coral massive",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Heliopora","Heliopora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Coral submassive",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Coral mushroom",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Tubipora","Tubipora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Millepora","Millepora"
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Rubble",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Heliopora","Heliopora"
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Acropora submassive","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Soft coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Xenia","Xenia"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Halimeda","Halimeda"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Macroalgae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Turf algae",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Soft coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Crustose coralline algae",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Rubble",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Rock",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Dead coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Sand",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Acropora table","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Rubble",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Silt",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Sponge",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Hydroids",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Other invertebrate",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Silt",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,2,"Bleached coral",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Xenia","Xenia"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Acropora branching","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Acropora encrusting","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Acropora submassive","Acropora"
"point","KAPUN2","Reserve",2019,4,22,NA,3,"Coral foliose",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Acropora table","Acropora"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Coral branching",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Coral encrusting",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Sponge",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Coral foliose",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Coral massive",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Coral submassive",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Coral mushroom",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Halimeda","Halimeda"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Tubipora","Tubipora"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Millepora","Millepora"
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Coral branching",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Heliopora","Heliopora"
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Hydroids",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Soft coral",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Xenia","Xenia"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Halimeda","Halimeda"
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Macroalgae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Turf algae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Crustose coralline algae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Rock",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Macroalgae",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Dead coral",NA
"point","LABEN6","Managed Access",2019,4,7,NA,1,"Acropora table","Acropora"
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Coral encrusting",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Sand",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Rubble",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Silt",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Sponge",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Hydroids",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Other invertebrate",NA
"point","TIWOR4","Managed Access",2019,4,20,NA,3,"Bleached coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Acropora branching","Acropora"
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Other invertebrate",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Acropora encrusting","Acropora"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Turf algae",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Coral foliose",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Acropora submassive","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Acropora table","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Coral branching",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Coral encrusting",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Coral foliose",NA
"point","SIONT3","Managed Access",2019,5,12,NA,1,"Bleached coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Coral massive",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Coral submassive",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Coral mushroom",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Tubipora","Tubipora"
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Millepora","Millepora"
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Coral massive",NA
"point","KAPUN1","Managed Access",2019,4,22,NA,3,"Soft coral",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Crustose coralline algae",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Heliopora","Heliopora"
"point","LASOL6","Managed Access",2019,4,8,NA,1,"Coral encrusting",NA
"point","KULIS2","Managed Access",2019,5,14,NA,3,"Xenia","Xenia"
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Soft coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Xenia","Xenia"
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Halimeda","Halimeda"
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Macroalgae",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Turf algae",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Crustose coralline algae",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Rock",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Coral submassive",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Dead coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Sand",NA
"point","SIONT3","Managed Access",2019,5,12,NA,2,"Acropora branching","Acropora"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Rock",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Rubble",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Silt",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Sponge",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Hydroids",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Other invertebrate",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,1,"Bleached coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Acropora branching","Acropora"
"point","SIONT3","Managed Access",2019,5,12,NA,2,"Acropora encrusting","Acropora"
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Coral mushroom",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Acropora encrusting","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Acropora submassive","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Acropora table","Acropora"
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Dead coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Coral branching",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Coral encrusting",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Coral foliose",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Coral massive",NA
"point","SIONT1","Reserve",2019,5,12,NA,3,"Silt",NA
"point","SIONT3","Managed Access",2019,5,12,NA,2,"Acropora submassive","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Coral submassive",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Coral mushroom",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Tubipora","Tubipora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Tubipora","Tubipora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Millepora","Millepora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Heliopora","Heliopora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Soft coral",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Sand",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Xenia","Xenia"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Halimeda","Halimeda"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Macroalgae",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Turf algae",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Crustose coralline algae",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Millepora","Millepora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Rock",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Dead coral",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Sand",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Rubble",NA
"point","SIONT3","Managed Access",2019,5,12,NA,2,"Acropora table","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Silt",NA
"point","KULIS4","Managed Access",2019,5,14,NA,1,"Rubble",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Sponge",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Hydroids",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Other invertebrate",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,2,"Bleached coral",NA
"point","LASOL1","Managed Access",2019,4,8,NA,2,"Heliopora","Heliopora"
"point","TIWOR5","Managed Access",2019,4,20,NA,3,"Acropora branching","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,3,"Acropora encrusting","Acropora"
"point","SIONT3","Managed Access",2019,5,12,NA,2,"Coral branching",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,3,"Acropora submassive","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,3,"Acropora table","Acropora"
"point","TIWOR5","Managed Access",2019,4,20,NA,3,"Coral branching",NA
"point","TIWOR5","Managed Access",2019,4,20,NA,3,"Coral encrusting",NA
